review_id,review_text,rating,date
watch_0122,Accurate during workouts,4,2025-02-16
watch_0123,Best fitness tracker I have used,4,2025-04-24
watch_0124,Display is too dim in sunlight,3,2025-01-19
watch_0125,Microphone picks up too much noise,2,2025-04-18
watch_0126,App drains the phone battery,1,2025-05-23
watch_0127,Alarm and timer features are great,4,2025-04-10
watch_0128,Fast charging is very convenient,5,2025-11-05
watch_0129,"Battery lasts a week, impressive",5,2025-02-03
watch_0130,Step counter is way off,3,2025-09-25
watch_0131,GPS tracking is very accurate,4,2025-12-14
watch_0132,Microphone picks up too much noise,2,2025-11-11
watch_0133,Charging cable is too short,3,2025-01-02
watch_0134,Best fitness tracker I have used,5,2025-11-29
watch_0135,Sync with phone keeps failing,1,2025-07-28
watch_0136,App drains the phone battery,2,2025-09-11
watch_0137,Buttons are stiff and hard to press,1,2025-04-25
watch_0138,Touchscreen is laggy and slow,2,2025-06-11
watch_0139,Screen scratches very easily,1,2025-10-20
watch_0140,Accurate during workouts,4,2025-12-20
watch_0141,"Battery lasts a week, impressive",5,2025-04-11
watch_0142,Straps cause skin irritation,1,2025-11-17
watch_0143,Display is too dim in sunlight,1,2025-01-13
watch_0144,Best fitness tracker I have used,5,2025-05-09
watch_0145,Display is too dim in sunlight,1,2025-06-24
watch_0146,Sleep tracking is useful and accurate,5,2025-05-02
watch_0147,Fast charging is very convenient,5,2025-02-18
watch_0148,Fast charging is very convenient,4,2025-02-01
watch_0149,Water resistance works well,4,2025-12-22
watch_0150,Heart rate monitor is inaccurate,1,2025-08-15
watch_0151,Step counter is way off,2,2025-02-03
watch_0152,"Battery drains fast, needs daily charge",2,2025-05-31
watch_0153,Water resistance works well,4,2025-07-30
watch_0154,Step counter is way off,2,2025-11-16
watch_0155,Touchscreen is laggy and slow,2,2025-08-08
watch_0156,Fast charging is very convenient,4,2025-11-30
watch_0157,Display is bright and clear,5,2025-06-18
watch_0158,"Battery lasts a week, impressive",4,2025-11-01
watch_0159,Fast charging is very convenient,5,2025-04-10
watch_0160,Notifications work perfectly,5,2025-05-12
watch_0161,Display is too dim in sunlight,2,2025-08-16
watch_0162,Heart rate monitor is inaccurate,2,2025-01-31
watch_0163,Step counter is way off,1,2025-11-30
watch_0164,GPS tracking is very accurate,5,2025-10-05
watch_0165,Notifications work perfectly,5,2025-11-05
watch_0166,Sync with phone keeps failing,3,2025-09-23
watch_0167,Best fitness tracker I have used,4,2025-05-02
watch_0168,Good value for the price,5,2025-08-05
watch_0169,Screen scratches very easily,2,2025-04-14
watch_0170,Sleep tracking is useful and accurate,4,2025-09-01
watch_0171,Alarm and timer features are great,5,2025-06-19
watch_0172,Fast charging is very convenient,5,2025-11-12
watch_0173,Sync with phone keeps failing,1,2025-08-21
watch_0174,Display is bright and clear,5,2025-01-02
watch_0175,Accurate during workouts,4,2025-11-16
watch_0176,Display is too dim in sunlight,2,2025-06-19
watch_0177,Water resistance works well,4,2025-04-05
watch_0178,Display is bright and clear,4,2025-02-07
watch_0179,Charging cable is too short,1,2025-05-29
watch_0180,Best fitness tracker I have used,5,2025-07-04
watch_0181,"Battery drains fast, needs daily charge",1,2025-05-26
watch_0182,Straps cause skin irritation,2,2025-06-23
watch_0183,"Love the design, looks premium",4,2025-01-12
watch_0184,Straps cause skin irritation,3,2025-01-11
watch_0185,Notifications work perfectly,4,2025-02-26
watch_0186,Screen scratches very easily,1,2025-05-03
watch_0187,Sync with phone keeps failing,2,2025-09-27
watch_0188,Fast charging is very convenient,5,2025-12-31
watch_0189,Heart rate monitor is inaccurate,3,2025-03-08
watch_0190,"Love the design, looks premium",5,2025-12-22
watch_0191,Step counter is way off,1,2025-11-22
watch_0192,"Battery drains fast, needs daily charge",2,2025-10-28
watch_0193,Charging cable is too short,1,2025-03-18
watch_0194,"Battery drains fast, needs daily charge",2,2025-05-24
watch_0195,Good value for the price,5,2025-09-08
watch_0196,Battery life is terrible,2,2025-12-06
watch_0197,Notifications work perfectly,5,2025-11-27
watch_0198,Sleep tracking is useful and accurate,5,2025-08-26
watch_0199,Microphone picks up too much noise,1,2025-12-22
watch_0200,Alarm and timer features are great,5,2025-10-25
watch_0201,Buttons are stiff and hard to press,2,2025-01-19
watch_0202,Screen scratches very easily,2,2025-05-01
watch_0203,Straps cause skin irritation,1,2025-07-13
watch_0204,Sleep tracking is useful and accurate,4,2025-02-13
watch_0205,Battery life is terrible,1,2025-09-23
watch_0206,Step counter is way off,1,2025-09-20
watch_0207,Water resistance works well,5,2025-08-10
watch_0208,Buttons are stiff and hard to press,2,2025-05-20
watch_0209,Heart rate monitor is inaccurate,1,2025-05-16
watch_0210,Sleep tracking is useful and accurate,5,2025-05-31
watch_0211,Good value for the price,5,2025-02-10
watch_0212,"Love the design, looks premium",4,2025-02-06
watch_0213,Charging cable is too short,1,2025-04-11
watch_0214,GPS tracking is very accurate,4,2025-12-16
watch_0215,"Love the design, looks premium",5,2025-03-12
watch_0216,Accurate during workouts,5,2025-05-14
watch_0217,Straps cause skin irritation,1,2025-06-27
watch_0218,Water resistance works well,5,2025-10-24
watch_0219,Display is bright and clear,5,2025-09-20
watch_0220,Notifications work perfectly,5,2025-04-27
watch_0221,Microphone picks up too much noise,1,2025-04-30
watch_0222,Good value for the price,5,2025-08-25
watch_0223,Battery life is terrible,1,2025-04-07
watch_0224,Accurate during workouts,5,2025-08-13
watch_0225,Good value for the price,4,2025-03-13
watch_0226,Notifications work perfectly,4,2025-01-05
watch_0227,Best fitness tracker I have used,5,2025-06-23
watch_0228,Touchscreen is laggy and slow,2,2025-07-26
watch_0229,Accurate during workouts,5,2025-06-16
watch_0230,Fast charging is very convenient,5,2025-03-13
watch_0231,Sync with phone keeps failing,2,2025-11-05
watch_0232,Fast charging is very convenient,5,2025-07-15
watch_0233,Touchscreen is laggy and slow,1,2025-07-17
watch_0234,Battery life is terrible,1,2025-08-20
watch_0235,GPS tracking is very accurate,4,2025-02-23
watch_0236,Notifications work perfectly,4,2025-12-19
watch_0237,Display is bright and clear,4,2025-02-05
watch_0238,Water resistance works well,4,2025-04-30
watch_0239,Charging cable is too short,1,2025-01-30
watch_0240,"Battery drains fast, needs daily charge",1,2025-07-30
watch_0241,Battery life is terrible,1,2025-08-03
watch_0242,"Battery lasts a week, impressive",4,2025-04-16
watch_0243,Screen scratches very easily,1,2025-12-30
watch_0244,Notifications work perfectly,5,2025-06-08
watch_0245,Good value for the price,5,2025-08-23
watch_0246,"Battery drains fast, needs daily charge",3,2025-08-17
watch_0247,Touchscreen is laggy and slow,2,2025-05-07
watch_0248,Fast charging is very convenient,5,2025-08-24
watch_0249,Display is bright and clear,5,2025-05-28
watch_0250,Alarm and timer features are great,4,2025-12-31
watch_0251,Water resistance works well,5,2025-03-31
watch_0252,Heart rate monitor is inaccurate,3,2025-08-10
watch_0253,Best fitness tracker I have used,4,2025-10-19
watch_0254,Microphone picks up too much noise,3,2025-05-03
watch_0255,Notifications work perfectly,4,2025-11-18
watch_0256,Best fitness tracker I have used,5,2025-12-24
watch_0257,"Love the design, looks premium",5,2025-07-30
watch_0258,Good value for the price,4,2025-07-08
watch_0259,Battery life is terrible,2,2025-06-16
watch_0260,Heart rate monitor is inaccurate,1,2025-09-17
watch_0261,"Battery drains fast, needs daily charge",1,2025-12-22
watch_0262,Alarm and timer features are great,4,2025-07-24
watch_0263,Water resistance works well,4,2025-05-09
watch_0264,Heart rate monitor is inaccurate,1,2025-08-26
watch_0265,"Battery lasts a week, impressive",4,2025-12-03
watch_0266,Display is too dim in sunlight,1,2025-05-23
watch_0267,Notifications work perfectly,5,2025-11-07
watch_0268,Straps cause skin irritation,1,2025-07-20
watch_0269,App drains the phone battery,2,2025-12-13
watch_0270,Display is too dim in sunlight,1,2025-04-21
watch_0271,Best fitness tracker I have used,5,2025-08-15
watch_0272,Best fitness tracker I have used,5,2025-11-25
watch_0273,Best fitness tracker I have used,5,2025-07-19
watch_0274,Alarm and timer features are great,4,2025-01-03
watch_0275,Touchscreen is laggy and slow,2,2025-05-08
watch_0276,Screen scratches very easily,1,2025-01-09
watch_0277,Display is bright and clear,4,2025-04-09
watch_0278,"Battery lasts a week, impressive",4,2025-02-19
watch_0279,Best fitness tracker I have used,4,2025-03-27
watch_0280,Charging cable is too short,1,2025-06-17
watch_0281,App drains the phone battery,1,2025-04-17
watch_0282,Water resistance works well,5,2025-03-03
watch_0283,Battery life is terrible,1,2025-03-30
watch_0284,App drains the phone battery,1,2025-07-19
watch_0285,Screen scratches very easily,1,2025-05-23
watch_0286,Sleep tracking is useful and accurate,4,2025-04-22
watch_0287,Buttons are stiff and hard to press,2,2025-02-22
watch_0288,Fast charging is very convenient,4,2025-02-18
watch_0289,Best fitness tracker I have used,5,2025-12-14
watch_0290,Accurate during workouts,4,2025-03-31
watch_0291,Accurate during workouts,4,2025-12-08
watch_0292,Sleep tracking is useful and accurate,4,2025-10-27
watch_0293,Good value for the price,5,2025-04-30
watch_0294,Accurate during workouts,5,2025-04-30
watch_0295,Buttons are stiff and hard to press,3,2025-06-08
watch_0296,Touchscreen is laggy and slow,2,2025-11-14
watch_0297,Heart rate monitor is inaccurate,1,2025-06-01
watch_0298,Touchscreen is laggy and slow,1,2025-01-20
watch_0299,Microphone picks up too much noise,2,2025-08-16
watch_0300,Sleep tracking is useful and accurate,4,2025-06-12
watch_0301,Display is bright and clear,5,2025-08-01
watch_0302,GPS tracking is very accurate,5,2025-04-28
watch_0303,Sleep tracking is useful and accurate,4,2025-04-16
watch_0304,Best fitness tracker I have used,5,2025-12-18
watch_0305,"Love the design, looks premium",5,2025-07-15
watch_0306,Notifications work perfectly,5,2025-01-04
watch_0307,Display is too dim in sunlight,1,2025-04-09
watch_0308,Heart rate monitor is inaccurate,3,2025-03-06
watch_0309,Step counter is way off,2,2025-04-15
watch_0310,Battery life is terrible,1,2025-08-28
watch_0311,Microphone picks up too much noise,1,2025-08-06
watch_0312,Screen scratches very easily,1,2025-10-23
watch_0313,Best fitness tracker I have used,4,2025-09-04
watch_0314,Sync with phone keeps failing,1,2025-03-27
watch_0315,Water resistance works well,5,2025-08-10
watch_0316,Alarm and timer features are great,4,2025-07-15
watch_0317,"Battery lasts a week, impressive",5,2025-06-03
watch_0318,Notifications work perfectly,5,2025-03-31
watch_0319,Display is too dim in sunlight,1,2025-05-26
watch_0320,Step counter is way off,2,2025-06-20
watch_0321,Display is too dim in sunlight,1,2025-04-08
watch_0322,Charging cable is too short,2,2025-07-11
watch_0323,Water resistance works well,5,2025-07-11
watch_0324,Straps cause skin irritation,2,2025-10-29
watch_0325,"Battery drains fast, needs daily charge",3,2025-03-05
watch_0326,Step counter is way off,1,2025-08-12
watch_0327,Accurate during workouts,4,2025-12-30
watch_0328,Accurate during workouts,4,2025-01-30
watch_0329,Water resistance works well,5,2025-05-05
watch_0330,Sleep tracking is useful and accurate,5,2025-12-13
watch_0331,App drains the phone battery,2,2025-05-14
watch_0332,Best fitness tracker I have used,4,2025-05-07
watch_0333,Best fitness tracker I have used,5,2025-01-07
watch_0334,Battery life is terrible,2,2025-07-16
watch_0335,Step counter is way off,3,2025-02-11
watch_0336,"Love the design, looks premium",5,2025-03-26
watch_0337,GPS tracking is very accurate,5,2025-09-14
watch_0338,Best fitness tracker I have used,5,2025-10-28
watch_0339,Touchscreen is laggy and slow,2,2025-02-15
watch_0340,Step counter is way off,2,2025-06-26
watch_0341,GPS tracking is very accurate,5,2025-07-23
watch_0342,Display is bright and clear,5,2025-09-09
watch_0343,Battery life is terrible,2,2025-08-02
watch_0344,Best fitness tracker I have used,4,2025-08-09
watch_0345,Sync with phone keeps failing,1,2025-03-10
watch_0346,Heart rate monitor is inaccurate,2,2025-02-26
watch_0347,"Love the design, looks premium",4,2025-01-31
watch_0348,"Love the design, looks premium",4,2025-07-29
watch_0349,Fast charging is very convenient,4,2025-11-22
watch_0350,Straps cause skin irritation,1,2025-03-05
watch_0351,Sync with phone keeps failing,1,2025-05-01
watch_0352,Best fitness tracker I have used,5,2025-01-05
watch_0353,Buttons are stiff and hard to press,3,2025-12-07
watch_0354,Display is bright and clear,4,2025-09-25
watch_0355,Water resistance works well,5,2025-05-17
watch_0356,Alarm and timer features are great,5,2025-11-06
watch_0357,Sleep tracking is useful and accurate,5,2025-06-25
watch_0358,"Love the design, looks premium",5,2025-12-07
watch_0359,Step counter is way off,1,2025-07-02
watch_0360,"Battery lasts a week, impressive",4,2025-12-24
watch_0361,Heart rate monitor is inaccurate,1,2025-03-04
watch_0362,GPS tracking is very accurate,5,2025-05-08
watch_0363,Step counter is way off,2,2025-09-01
watch_0364,Best fitness tracker I have used,4,2025-11-23
watch_0365,Sleep tracking is useful and accurate,4,2025-07-04
watch_0366,Accurate during workouts,4,2025-08-16
watch_0367,Display is too dim in sunlight,1,2025-11-10
watch_0368,Sleep tracking is useful and accurate,5,2025-09-01
watch_0369,Accurate during workouts,5,2025-07-17
watch_0370,Screen scratches very easily,2,2025-09-24
watch_0371,Accurate during workouts,5,2025-03-07
watch_0372,"Battery lasts a week, impressive",4,2025-12-11
watch_0373,Alarm and timer features are great,4,2025-08-17
watch_0374,Alarm and timer features are great,5,2025-05-04
watch_0375,Heart rate monitor is inaccurate,2,2025-12-04
watch_0376,"Battery lasts a week, impressive",5,2025-01-15
watch_0377,Sync with phone keeps failing,3,2025-05-24
watch_0378,Straps cause skin irritation,2,2025-12-10
watch_0379,Heart rate monitor is inaccurate,3,2025-11-21
watch_0380,"Battery lasts a week, impressive",5,2025-06-20
watch_0381,Fast charging is very convenient,5,2025-11-04
watch_0382,Sync with phone keeps failing,1,2025-07-15
watch_0383,Good value for the price,5,2025-08-12
watch_0384,"Love the design, looks premium",4,2025-05-29
watch_0385,Battery life is terrible,1,2025-10-31
watch_0386,Accurate during workouts,5,2025-10-21
watch_0387,Sync with phone keeps failing,3,2025-10-23
watch_0388,GPS tracking is very accurate,4,2025-10-02
watch_0389,Touchscreen is laggy and slow,3,2025-06-13
watch_0390,Best fitness tracker I have used,5,2025-03-06
watch_0391,Fast charging is very convenient,5,2025-02-24
watch_0392,Charging cable is too short,3,2025-06-11
watch_0393,Straps cause skin irritation,3,2025-09-13
watch_0394,Notifications work perfectly,5,2025-03-16
watch_0395,Accurate during workouts,4,2025-06-13
watch_0396,Microphone picks up too much noise,1,2025-12-28
watch_0397,Best fitness tracker I have used,5,2025-09-11
watch_0398,Touchscreen is laggy and slow,1,2025-06-20
watch_0399,Microphone picks up too much noise,1,2025-04-26
watch_0400,Display is bright and clear,5,2025-04-02
watch_0401,Accurate during workouts,4,2025-12-04
watch_0402,Notifications work perfectly,5,2025-10-08
watch_0403,Touchscreen is laggy and slow,2,2025-06-28
watch_0404,Water resistance works well,4,2025-05-25
watch_0405,Screen scratches very easily,2,2025-10-08
watch_0406,Heart rate monitor is inaccurate,1,2025-10-25
watch_0407,Display is bright and clear,5,2025-12-30
watch_0408,App drains the phone battery,1,2025-03-12
watch_0409,Alarm and timer features are great,4,2025-03-16
watch_0410,Buttons are stiff and hard to press,2,2025-11-30
watch_0411,Microphone picks up too much noise,3,2025-02-22
watch_0412,Notifications work perfectly,4,2025-08-07
watch_0413,Notifications work perfectly,5,2025-02-19
watch_0414,Display is too dim in sunlight,1,2025-01-27
watch_0415,Charging cable is too short,2,2025-10-31
watch_0416,Notifications work perfectly,5,2025-07-26
watch_0417,Battery life is terrible,1,2025-09-08
watch_0418,Step counter is way off,3,2025-12-01
watch_0419,Accurate during workouts,5,2025-12-10
watch_0420,Alarm and timer features are great,5,2025-11-29
watch_0421,App drains the phone battery,2,2025-07-08
watch_0422,Battery life is terrible,1,2025-09-08
watch_0423,Good value for the price,4,2025-10-28
watch_0424,Fast charging is very convenient,5,2025-12-22
watch_0425,Fast charging is very convenient,4,2025-09-05
watch_0426,Accurate during workouts,5,2025-10-20
watch_0427,Sync with phone keeps failing,1,2025-10-03
watch_0428,Microphone picks up too much noise,1,2025-10-12
watch_0429,Good value for the price,5,2025-09-23
watch_0430,Good value for the price,5,2025-11-30
watch_0431,Buttons are stiff and hard to press,1,2025-12-04
watch_0432,Notifications work perfectly,5,2025-12-22
watch_0433,Charging cable is too short,1,2025-06-10
watch_0434,Heart rate monitor is inaccurate,2,2025-12-01
watch_0435,Charging cable is too short,1,2025-01-18
watch_0436,Battery life is terrible,2,2025-07-06
watch_0437,Notifications work perfectly,5,2025-12-03
watch_0438,Straps cause skin irritation,1,2025-09-23
watch_0439,GPS tracking is very accurate,5,2025-08-16
watch_0440,Display is too dim in sunlight,2,2025-09-25
watch_0441,Sleep tracking is useful and accurate,5,2025-09-19
watch_0442,Battery life is terrible,2,2025-01-23
watch_0443,Screen scratches very easily,1,2025-04-21
watch_0444,Fast charging is very convenient,5,2025-10-30
watch_0445,Heart rate monitor is inaccurate,2,2025-08-05
watch_0446,Straps cause skin irritation,1,2025-11-29
watch_0447,Water resistance works well,5,2025-05-11
watch_0448,Accurate during workouts,4,2025-04-15
watch_0449,Microphone picks up too much noise,1,2025-11-21
watch_0450,"Love the design, looks premium",5,2025-10-16
watch_0451,Good value for the price,5,2025-08-03
watch_0452,Sleep tracking is useful and accurate,5,2025-08-11
watch_0453,Step counter is way off,1,2025-05-19
watch_0454,Battery life is terrible,2,2025-07-28
watch_0455,App drains the phone battery,1,2025-06-20
watch_0456,Notifications work perfectly,5,2025-04-26
watch_0457,Battery life is terrible,1,2025-04-24
watch_0458,Battery life is terrible,2,2025-03-05
watch_0459,Microphone picks up too much noise,3,2025-10-29
watch_0460,Alarm and timer features are great,4,2025-06-28
watch_0461,GPS tracking is very accurate,5,2025-11-08
watch_0462,"Battery drains fast, needs daily charge",1,2025-07-19
watch_0463,Buttons are stiff and hard to press,2,2025-09-30
watch_0464,Water resistance works well,5,2025-03-07
watch_0465,App drains the phone battery,2,2025-03-21
watch_0466,Notifications work perfectly,4,2025-05-17
watch_0467,Microphone picks up too much noise,2,2025-07-09
watch_0468,"Love the design, looks premium",5,2025-08-03
watch_0469,Notifications work perfectly,5,2025-07-01
watch_0470,Good value for the price,4,2025-08-08
watch_0471,Accurate during workouts,5,2025-04-28
watch_0472,Battery life is terrible,3,2025-07-28
watch_0473,"Battery lasts a week, impressive",5,2025-02-09
watch_0474,"Battery lasts a week, impressive",4,2025-01-30
watch_0475,Straps cause skin irritation,2,2025-09-10
watch_0476,Display is bright and clear,5,2025-08-06
watch_0477,Accurate during workouts,4,2025-09-12
watch_0478,Best fitness tracker I have used,5,2025-12-24
watch_0479,"Battery drains fast, needs daily charge",2,2025-01-04
watch_0480,Accurate during workouts,5,2025-06-26
watch_0481,Microphone picks up too much noise,2,2025-09-28
watch_0482,Display is bright and clear,5,2025-03-28
watch_0483,Good value for the price,5,2025-03-31
watch_0484,Heart rate monitor is inaccurate,2,2025-01-27
watch_0485,Water resistance works well,4,2025-02-27
watch_0486,App drains the phone battery,1,2025-10-04
watch_0487,"Battery lasts a week, impressive",4,2025-09-05
watch_0488,Screen scratches very easily,1,2025-11-20
watch_0489,"Love the design, looks premium",5,2025-11-26
watch_0490,Display is bright and clear,5,2025-11-13
watch_0491,Display is bright and clear,4,2025-11-12
watch_0492,GPS tracking is very accurate,4,2025-01-03
watch_0493,Microphone picks up too much noise,1,2025-07-01
watch_0494,Touchscreen is laggy and slow,2,2025-02-13
watch_0495,Notifications work perfectly,5,2025-09-07
watch_0496,Buttons are stiff and hard to press,2,2025-04-26
watch_0497,Sleep tracking is useful and accurate,4,2025-08-08
watch_0498,Good value for the price,5,2025-02-25
watch_0499,Best fitness tracker I have used,5,2025-03-24
watch_0500,Microphone picks up too much noise,1,2025-07-03
watch_0501,Accurate during workouts,4,2025-04-08
watch_0502,Heart rate monitor is inaccurate,1,2025-06-19
watch_0503,Notifications work perfectly,5,2025-09-03
watch_0504,GPS tracking is very accurate,4,2025-09-08
watch_0505,Best fitness tracker I have used,5,2025-06-16
watch_0506,Water resistance works well,5,2025-07-19
watch_0507,Battery life is terrible,2,2025-03-06
watch_0508,Charging cable is too short,1,2025-12-17
watch_0509,App drains the phone battery,3,2025-08-08
watch_0510,Accurate during workouts,4,2025-09-03
watch_0511,Display is too dim in sunlight,1,2025-08-08
watch_0512,Heart rate monitor is inaccurate,2,2025-04-06
watch_0513,Buttons are stiff and hard to press,1,2025-05-15
watch_0514,"Love the design, looks premium",5,2025-08-08
watch_0515,Microphone picks up too much noise,2,2025-02-22
watch_0516,Good value for the price,5,2025-04-07
watch_0517,Fast charging is very convenient,5,2025-03-18
watch_0518,Heart rate monitor is inaccurate,1,2025-05-21
watch_0519,Notifications work perfectly,5,2025-11-12
watch_0520,"Battery drains fast, needs daily charge",1,2025-09-26
watch_0521,App drains the phone battery,3,2025-04-24
watch_0522,Display is too dim in sunlight,1,2025-08-07
watch_0523,GPS tracking is very accurate,4,2025-07-06
watch_0524,Sync with phone keeps failing,2,2025-05-07
watch_0525,"Battery drains fast, needs daily charge",1,2025-01-01
watch_0526,Microphone picks up too much noise,1,2025-05-27
watch_0527,Fast charging is very convenient,4,2025-04-05
watch_0528,Display is too dim in sunlight,1,2025-06-05
watch_0529,App drains the phone battery,1,2025-10-10
watch_0530,Notifications work perfectly,4,2025-07-05
watch_0531,Fast charging is very convenient,5,2025-07-10
watch_0532,Straps cause skin irritation,1,2025-07-16
watch_0533,Battery life is terrible,1,2025-11-05
watch_0534,Step counter is way off,3,2025-12-02
watch_0535,"Love the design, looks premium",5,2025-02-20
watch_0536,Charging cable is too short,2,2025-06-04
