review_id,review_text,rating,date
laptop_0043,"Great value for money, worth it",5,2025-10-04
laptop_0044,Screen colors are vivid and sharp,5,2025-07-24
laptop_0045,"Fast charging works great, very handy",5,2025-09-22
laptop_0046,Screen colors are vivid and sharp,4,2025-06-23
laptop_0047,Touchpad is unresponsive and jittery,1,2025-04-23
laptop_0048,Wifi keeps disconnecting frequently,2,2025-04-28
laptop_0049,"Battery drains very fast, dies in 2 hours",3,2025-02-06
laptop_0050,"Boots up in seconds, very snappy",5,2025-04-20
laptop_0051,Trackpad gestures work perfectly,5,2025-05-05
laptop_0052,"Great value for money, worth it",4,2025-02-19
laptop_0053,"Fast charging works great, very handy",5,2025-08-28
laptop_0054,"Great performance, everything runs smoothly",5,2025-11-27
laptop_0055,"Delivery was very late, took 2 weeks",2,2025-02-25
laptop_0056,"Screen flickers sometimes, annoying",2,2025-03-13
laptop_0057,"Boots up in seconds, very snappy",5,2025-02-08
laptop_0058,"Display is great, crisp and bright",4,2025-11-30
laptop_0059,"Great performance, everything runs smoothly",5,2025-05-02
laptop_0060,Keyboard feels cheap and keys stick,2,2025-07-25
laptop_0061,"Excellent build quality, feels premium",4,2025-07-19
laptop_0062,"SSD storage is too small, 256GB only",2,2025-05-27
laptop_0063,"Display is great, crisp and bright",5,2025-09-07
laptop_0064,Overheats quickly during heavy work,1,2025-01-30
laptop_0065,"Display is great, crisp and bright",4,2025-06-10
laptop_0066,Price is too high for the specs,2,2025-09-29
laptop_0067,Touchpad is unresponsive and jittery,1,2025-04-06
laptop_0068,"Battery life is terrible, worst I have used",2,2025-05-01
laptop_0069,Price is too high for the specs,1,2025-11-01
laptop_0070,"Battery life is terrible, worst I have used",1,2025-10-26
laptop_0071,"Fast charging works great, very handy",5,2025-04-15
laptop_0072,"Fast charging works great, very handy",4,2025-07-22
laptop_0073,The hinge broke after 3 months,1,2025-06-11
laptop_0074,"Love this laptop, fast and lightweight",4,2025-11-15
laptop_0075,"Love this laptop, fast and lightweight",4,2025-04-20
laptop_0076,"Excellent build quality, feels premium",5,2025-02-05
laptop_0077,"Fast charging works great, very handy",4,2025-08-13
laptop_0078,"Boots up in seconds, very snappy",5,2025-12-01
laptop_0079,"Display is great, crisp and bright",4,2025-12-06
laptop_0080,"Screen is too dim, hard to see outdoors",1,2025-02-24
laptop_0081,"Excellent build quality, feels premium",4,2025-11-06
laptop_0082,Fan is loud and noisy while charging,1,2025-11-21
laptop_0083,"Display is great, crisp and bright",5,2025-01-27
laptop_0084,"Delivery was very late, took 2 weeks",3,2025-01-23
laptop_0085,"SSD storage is too small, 256GB only",1,2025-05-15
laptop_0086,Keyboard feels cheap and keys stick,2,2025-08-07
laptop_0087,"Love this laptop, fast and lightweight",4,2025-12-20
laptop_0088,"Display is great, crisp and bright",4,2025-07-09
laptop_0089,"Excellent build quality, feels premium",5,2025-01-22
laptop_0090,"SSD storage is too small, 256GB only",3,2025-01-21
laptop_0091,Screen colors are vivid and sharp,5,2025-12-08
laptop_0092,"SSD storage is too small, 256GB only",2,2025-07-28
laptop_0093,"Excellent build quality, feels premium",5,2025-05-02
laptop_0094,"Excellent build quality, feels premium",5,2025-01-13
laptop_0095,Fan is loud and noisy while charging,2,2025-07-30
laptop_0096,Screen colors are vivid and sharp,4,2025-12-26
laptop_0097,Customer support was useless,1,2025-08-29
laptop_0098,Customer support was useless,3,2025-06-29
laptop_0099,"SSD storage is too small, 256GB only",3,2025-04-25
laptop_0100,"Screen flickers sometimes, annoying",1,2025-05-23
laptop_0101,"Boots up in seconds, very snappy",4,2025-09-18
laptop_0102,Customer support was useless,2,2025-01-15
laptop_0103,Overheats quickly during heavy work,1,2025-05-16
laptop_0104,Price is too high for the specs,1,2025-06-10
laptop_0105,"Display is great, crisp and bright",4,2025-10-23
laptop_0106,"Battery drains very fast, dies in 2 hours",2,2025-01-01
laptop_0107,"Display is great, crisp and bright",5,2025-12-10
laptop_0108,"Delivery was very late, took 2 weeks",1,2025-12-07
laptop_0109,Trackpad gestures work perfectly,4,2025-03-05
laptop_0110,"Boots up in seconds, very snappy",5,2025-12-08
laptop_0111,"Delivery was very late, took 2 weeks",2,2025-10-11
laptop_0112,"Delivery was very late, took 2 weeks",2,2025-07-14
laptop_0113,"Excellent build quality, feels premium",5,2025-06-04
laptop_0114,Customer support was useless,1,2025-05-27
laptop_0115,"SSD storage is too small, 256GB only",2,2025-12-02
laptop_0116,Keyboard feels cheap and keys stick,1,2025-04-20
laptop_0117,"Excellent build quality, feels premium",5,2025-05-26
laptop_0118,Trackpad gestures work perfectly,4,2025-05-01
laptop_0119,Screen colors are vivid and sharp,5,2025-03-17
laptop_0120,"Screen flickers sometimes, annoying",3,2025-11-09
laptop_0121,"Love this laptop, fast and lightweight",5,2025-11-19
laptop_0122,"Great value for money, worth it",5,2025-05-05
laptop_0123,Wifi keeps disconnecting frequently,1,2025-02-24
laptop_0124,Screen colors are vivid and sharp,4,2025-12-23
laptop_0125,"Great performance, everything runs smoothly",5,2025-03-04
laptop_0126,Runs quiet and cool during normal use,5,2025-10-14
laptop_0127,Runs quiet and cool during normal use,5,2025-09-16
laptop_0128,"Display is great, crisp and bright",5,2025-03-23
laptop_0129,Runs quiet and cool during normal use,5,2025-05-07
laptop_0130,"Boots up in seconds, very snappy",5,2025-09-24
laptop_0131,Screen colors are vivid and sharp,4,2025-02-09
laptop_0132,Screen colors are vivid and sharp,4,2025-06-13
laptop_0133,"Love this laptop, fast and lightweight",4,2025-04-29
laptop_0134,"Screen is too dim, hard to see outdoors",2,2025-02-02
laptop_0135,Fan is loud and noisy while charging,2,2025-08-01
laptop_0136,Customer support was useless,1,2025-10-27
laptop_0137,"Great performance, everything runs smoothly",5,2025-10-22
laptop_0138,"Battery drains very fast, dies in 2 hours",3,2025-06-02
laptop_0139,"Great value for money, worth it",5,2025-10-07
laptop_0140,Screen colors are vivid and sharp,5,2025-05-20
laptop_0141,"Great performance, everything runs smoothly",4,2025-12-09
laptop_0142,"Great value for money, worth it",5,2025-08-28
laptop_0143,Trackpad gestures work perfectly,5,2025-07-21
laptop_0144,"Great performance, everything runs smoothly",4,2025-08-08
laptop_0145,Keyboard feels cheap and keys stick,1,2025-05-14
laptop_0146,"Screen flickers sometimes, annoying",2,2025-06-22
laptop_0147,"Great value for money, worth it",4,2025-08-04
laptop_0148,"Battery life is terrible, worst I have used",2,2025-10-04
laptop_0149,Fan is loud and noisy while charging,1,2025-02-05
laptop_0150,"Great performance, everything runs smoothly",5,2025-05-07
laptop_0151,"Battery drains very fast, dies in 2 hours",2,2025-05-03
laptop_0152,The hinge broke after 3 months,1,2025-04-22
laptop_0153,"Boots up in seconds, very snappy",5,2025-03-27
laptop_0154,"Love this laptop, fast and lightweight",5,2025-03-25
laptop_0155,"Love this laptop, fast and lightweight",5,2025-06-09
laptop_0156,"Great value for money, worth it",4,2025-04-12
laptop_0157,Wifi keeps disconnecting frequently,3,2025-05-05
laptop_0158,"SSD storage is too small, 256GB only",1,2025-12-17
laptop_0159,"Love this laptop, fast and lightweight",5,2025-10-17
laptop_0160,"Fast charging works great, very handy",5,2025-12-05
laptop_0161,Touchpad is unresponsive and jittery,2,2025-01-07
laptop_0162,Runs quiet and cool during normal use,4,2025-07-05
laptop_0163,Runs quiet and cool during normal use,5,2025-08-11
laptop_0164,Touchpad is unresponsive and jittery,3,2025-05-19
laptop_0165,"Display is great, crisp and bright",5,2025-08-27
laptop_0166,Trackpad gestures work perfectly,4,2025-05-06
laptop_0167,"Love this laptop, fast and lightweight",4,2025-08-19
laptop_0168,Keyboard feels cheap and keys stick,2,2025-12-09
laptop_0169,"Battery drains very fast, dies in 2 hours",2,2025-06-16
laptop_0170,"Screen flickers sometimes, annoying",1,2025-05-13
laptop_0171,Price is too high for the specs,2,2025-05-22
laptop_0172,"Display is great, crisp and bright",5,2025-02-13
laptop_0173,"Delivery was very late, took 2 weeks",2,2025-05-04
laptop_0174,Runs quiet and cool during normal use,5,2025-01-09
laptop_0175,"Screen flickers sometimes, annoying",1,2025-05-05
laptop_0176,Price is too high for the specs,1,2025-10-11
laptop_0177,"Great value for money, worth it",5,2025-10-09
laptop_0178,Wifi keeps disconnecting frequently,2,2025-06-06
laptop_0179,"Battery life is terrible, worst I have used",2,2025-06-11
laptop_0180,Touchpad is unresponsive and jittery,3,2025-12-20
laptop_0181,"Screen flickers sometimes, annoying",2,2025-05-22
laptop_0182,"Display is great, crisp and bright",5,2025-02-21
laptop_0183,"Boots up in seconds, very snappy",4,2025-04-02
laptop_0184,Wifi keeps disconnecting frequently,2,2025-05-21
laptop_0185,"Battery drains very fast, dies in 2 hours",2,2025-12-24
laptop_0186,Runs quiet and cool during normal use,4,2025-01-07
laptop_0187,Runs quiet and cool during normal use,5,2025-06-24
laptop_0188,"Battery drains very fast, dies in 2 hours",1,2025-09-02
laptop_0189,"Battery life is terrible, worst I have used",1,2025-02-07
laptop_0190,"Great performance, everything runs smoothly",4,2025-10-16
laptop_0191,"Love this laptop, fast and lightweight",5,2025-03-02
laptop_0192,"Great value for money, worth it",5,2025-11-13
laptop_0193,Touchpad is unresponsive and jittery,1,2025-08-15
laptop_0194,Price is too high for the specs,3,2025-06-06
laptop_0195,"Great performance, everything runs smoothly",5,2025-02-20
laptop_0196,Screen colors are vivid and sharp,5,2025-05-16
laptop_0197,"Excellent build quality, feels premium",4,2025-10-10
laptop_0198,"Battery drains very fast, dies in 2 hours",1,2025-12-19
laptop_0199,"Boots up in seconds, very snappy",4,2025-05-28
laptop_0200,Runs quiet and cool during normal use,4,2025-04-30
laptop_0201,Trackpad gestures work perfectly,5,2025-04-12
laptop_0202,"Display is great, crisp and bright",4,2025-03-18
laptop_0203,"Excellent build quality, feels premium",4,2025-03-26
laptop_0204,Trackpad gestures work perfectly,5,2025-10-19
laptop_0205,Runs quiet and cool during normal use,4,2025-12-19
laptop_0206,"Delivery was very late, took 2 weeks",3,2025-09-14
laptop_0207,Runs quiet and cool during normal use,4,2025-01-21
laptop_0208,"Fast charging works great, very handy",5,2025-01-14
laptop_0209,The hinge broke after 3 months,3,2025-10-22
laptop_0210,"Great performance, everything runs smoothly",5,2025-12-11
laptop_0211,Trackpad gestures work perfectly,4,2025-03-31
laptop_0212,Runs quiet and cool during normal use,5,2025-04-03
laptop_0213,"Great value for money, worth it",5,2025-09-09
laptop_0214,Runs quiet and cool during normal use,4,2025-06-20
laptop_0215,"Battery life is terrible, worst I have used",3,2025-06-18
laptop_0216,Keyboard feels cheap and keys stick,1,2025-07-25
laptop_0217,"Display is great, crisp and bright",4,2025-02-15
laptop_0218,Fan is loud and noisy while charging,1,2025-07-26
laptop_0219,"Great performance, everything runs smoothly",5,2025-10-05
laptop_0220,"Great performance, everything runs smoothly",4,2025-07-05
laptop_0221,Runs quiet and cool during normal use,5,2025-01-27
laptop_0222,Touchpad is unresponsive and jittery,1,2025-05-28
laptop_0223,Runs quiet and cool during normal use,4,2025-11-19
laptop_0224,Screen colors are vivid and sharp,5,2025-06-09
laptop_0225,"Display is great, crisp and bright",5,2025-04-26
laptop_0226,"Love this laptop, fast and lightweight",5,2025-03-02
laptop_0227,"Excellent build quality, feels premium",5,2025-05-30
laptop_0228,"Boots up in seconds, very snappy",5,2025-09-05
laptop_0229,Screen colors are vivid and sharp,5,2025-03-16
laptop_0230,Price is too high for the specs,2,2025-03-11
laptop_0231,"Boots up in seconds, very snappy",5,2025-08-01
laptop_0232,"SSD storage is too small, 256GB only",2,2025-01-02
laptop_0233,Overheats quickly during heavy work,3,2025-10-24
laptop_0234,Runs quiet and cool during normal use,5,2025-08-17
laptop_0235,"Fast charging works great, very handy",4,2025-10-06
laptop_0236,Fan is loud and noisy while charging,3,2025-12-24
laptop_0237,"Delivery was very late, took 2 weeks",1,2025-07-30
laptop_0238,Wifi keeps disconnecting frequently,2,2025-07-15
laptop_0239,The hinge broke after 3 months,2,2025-11-30
laptop_0240,Runs quiet and cool during normal use,5,2025-03-06
laptop_0241,Trackpad gestures work perfectly,4,2025-02-21
laptop_0242,Runs quiet and cool during normal use,4,2025-08-22
laptop_0243,"Screen is too dim, hard to see outdoors",1,2025-12-02
laptop_0244,"Love this laptop, fast and lightweight",5,2025-05-16
laptop_0245,Wifi keeps disconnecting frequently,1,2025-02-11
laptop_0246,"Display is great, crisp and bright",4,2025-06-12
laptop_0247,Runs quiet and cool during normal use,5,2025-01-19
laptop_0248,Screen colors are vivid and sharp,5,2025-05-28
laptop_0249,"Love this laptop, fast and lightweight",5,2025-02-20
laptop_0250,"Love this laptop, fast and lightweight",5,2025-12-22
laptop_0251,"Battery drains very fast, dies in 2 hours",1,2025-01-29
laptop_0252,Fan is loud and noisy while charging,1,2025-05-06
laptop_0253,Trackpad gestures work perfectly,5,2025-04-03
laptop_0254,"Battery life is terrible, worst I have used",2,2025-07-15
laptop_0255,Screen colors are vivid and sharp,5,2025-10-26
laptop_0256,Keyboard feels cheap and keys stick,2,2025-08-24
laptop_0257,"Battery drains very fast, dies in 2 hours",3,2025-08-27
laptop_0258,"Display is great, crisp and bright",4,2025-08-15
laptop_0259,Trackpad gestures work perfectly,4,2025-08-06
laptop_0260,Runs quiet and cool during normal use,5,2025-04-12
laptop_0261,Runs quiet and cool during normal use,4,2025-07-15
laptop_0262,Trackpad gestures work perfectly,4,2025-12-25
laptop_0263,Customer support was useless,2,2025-05-21
laptop_0264,Customer support was useless,2,2025-01-26
laptop_0265,Runs quiet and cool during normal use,5,2025-05-27
laptop_0266,Screen colors are vivid and sharp,5,2025-06-30
laptop_0267,"Screen flickers sometimes, annoying",2,2025-12-14
laptop_0268,"Excellent build quality, feels premium",5,2025-11-18
laptop_0269,"Boots up in seconds, very snappy",5,2025-01-18
laptop_0270,"Excellent build quality, feels premium",4,2025-06-01
laptop_0271,"Delivery was very late, took 2 weeks",1,2025-03-09
laptop_0272,"Fast charging works great, very handy",5,2025-05-20
laptop_0273,"Boots up in seconds, very snappy",5,2025-09-04
laptop_0274,"Boots up in seconds, very snappy",5,2025-06-23
laptop_0275,Runs quiet and cool during normal use,5,2025-03-14
laptop_0276,Screen colors are vivid and sharp,5,2025-12-12
laptop_0277,"Display is great, crisp and bright",4,2025-07-22
laptop_0278,Touchpad is unresponsive and jittery,1,2025-07-08
laptop_0279,"Boots up in seconds, very snappy",5,2025-11-23
laptop_0280,"Love this laptop, fast and lightweight",5,2025-08-30
laptop_0281,Touchpad is unresponsive and jittery,1,2025-11-09
laptop_0282,"Battery life is terrible, worst I have used",2,2025-08-26
laptop_0283,"Boots up in seconds, very snappy",5,2025-03-01
laptop_0284,"Battery drains very fast, dies in 2 hours",1,2025-09-10
laptop_0285,"Screen flickers sometimes, annoying",3,2025-03-11
laptop_0286,Fan is loud and noisy while charging,2,2025-12-23
laptop_0287,"Great value for money, worth it",5,2025-03-21
laptop_0288,"Love this laptop, fast and lightweight",5,2025-11-12
laptop_0289,Overheats quickly during heavy work,1,2025-07-09
laptop_0290,Keyboard feels cheap and keys stick,3,2025-07-05
laptop_0291,The hinge broke after 3 months,1,2025-11-27
laptop_0292,"Delivery was very late, took 2 weeks",1,2025-03-04
laptop_0293,Runs quiet and cool during normal use,4,2025-04-19
laptop_0294,Trackpad gestures work perfectly,5,2025-01-26
laptop_0295,Screen colors are vivid and sharp,5,2025-10-17
laptop_0296,Customer support was useless,2,2025-04-17
laptop_0297,Screen colors are vivid and sharp,4,2025-03-17
laptop_0298,Trackpad gestures work perfectly,4,2025-03-16
laptop_0299,"Display is great, crisp and bright",4,2025-03-31
laptop_0300,Customer support was useless,1,2025-01-08
laptop_0301,"SSD storage is too small, 256GB only",1,2025-06-15
laptop_0302,Overheats quickly during heavy work,1,2025-08-04
laptop_0303,"Love this laptop, fast and lightweight",5,2025-07-05
laptop_0304,"Love this laptop, fast and lightweight",5,2025-04-24
laptop_0305,"Great performance, everything runs smoothly",5,2025-12-04
laptop_0306,Runs quiet and cool during normal use,5,2025-01-16
laptop_0307,Keyboard feels cheap and keys stick,3,2025-08-07
laptop_0308,Runs quiet and cool during normal use,5,2025-08-16
laptop_0309,"Battery life is terrible, worst I have used",1,2025-03-17
laptop_0310,Overheats quickly during heavy work,2,2025-10-27
laptop_0311,"Fast charging works great, very handy",4,2025-11-02
laptop_0312,Runs quiet and cool during normal use,5,2025-08-09
laptop_0313,Wifi keeps disconnecting frequently,1,2025-12-02
laptop_0314,"Display is great, crisp and bright",5,2025-04-21
laptop_0315,Screen colors are vivid and sharp,5,2025-08-21
laptop_0316,Wifi keeps disconnecting frequently,1,2025-08-07
laptop_0317,Overheats quickly during heavy work,1,2025-03-20
laptop_0318,Runs quiet and cool during normal use,4,2025-02-13
laptop_0319,"Battery life is terrible, worst I have used",2,2025-07-10
laptop_0320,"Display is great, crisp and bright",4,2025-10-15
laptop_0321,"Love this laptop, fast and lightweight",5,2025-12-07
laptop_0322,"Great value for money, worth it",5,2025-01-27
laptop_0323,Trackpad gestures work perfectly,4,2025-02-23
laptop_0324,Screen colors are vivid and sharp,4,2025-09-04
laptop_0325,"Battery life is terrible, worst I have used",1,2025-10-12
laptop_0326,"SSD storage is too small, 256GB only",1,2025-04-26
laptop_0327,"Display is great, crisp and bright",5,2025-11-15
laptop_0328,"Display is great, crisp and bright",4,2025-12-03
laptop_0329,"Boots up in seconds, very snappy",4,2025-05-20
laptop_0330,"Boots up in seconds, very snappy",5,2025-06-29
laptop_0331,Customer support was useless,1,2025-12-03
laptop_0332,"Screen is too dim, hard to see outdoors",2,2025-01-16
laptop_0333,Touchpad is unresponsive and jittery,1,2025-08-03
laptop_0334,"Excellent build quality, feels premium",4,2025-06-16
laptop_0335,Trackpad gestures work perfectly,5,2025-01-27
laptop_0336,"SSD storage is too small, 256GB only",2,2025-12-12
laptop_0337,Keyboard feels cheap and keys stick,2,2025-09-06
laptop_0338,"Great value for money, worth it",4,2025-09-20
laptop_0339,"Delivery was very late, took 2 weeks",1,2025-12-14
laptop_0340,Runs quiet and cool during normal use,5,2025-06-07
laptop_0341,"Delivery was very late, took 2 weeks",3,2025-01-29
laptop_0342,Overheats quickly during heavy work,3,2025-03-12
laptop_0343,"Boots up in seconds, very snappy",4,2025-01-04
laptop_0344,"Great value for money, worth it",4,2025-07-14
laptop_0345,Screen colors are vivid and sharp,5,2025-12-09
laptop_0346,"Love this laptop, fast and lightweight",4,2025-01-22
laptop_0347,Runs quiet and cool during normal use,5,2025-06-10
laptop_0348,Trackpad gestures work perfectly,5,2025-11-24
laptop_0349,"Battery life is terrible, worst I have used",1,2025-06-16
laptop_0350,Price is too high for the specs,2,2025-12-20
laptop_0351,"Love this laptop, fast and lightweight",5,2025-02-24
laptop_0352,Price is too high for the specs,1,2025-02-10
laptop_0353,Overheats quickly during heavy work,2,2025-04-24
laptop_0354,"Screen is too dim, hard to see outdoors",1,2025-11-21
laptop_0355,Touchpad is unresponsive and jittery,1,2025-06-28
laptop_0356,Customer support was useless,2,2025-03-17
laptop_0357,"Screen is too dim, hard to see outdoors",1,2025-03-30
laptop_0358,"Love this laptop, fast and lightweight",4,2025-11-18
laptop_0359,Trackpad gestures work perfectly,5,2025-08-18
laptop_0360,Trackpad gestures work perfectly,5,2025-11-16
laptop_0361,The hinge broke after 3 months,1,2025-08-14
laptop_0362,Keyboard feels cheap and keys stick,2,2025-05-21
laptop_0363,"Fast charging works great, very handy",5,2025-06-08
laptop_0364,"Great performance, everything runs smoothly",4,2025-05-27
laptop_0365,Customer support was useless,3,2025-02-16
laptop_0366,"Display is great, crisp and bright",4,2025-10-25
laptop_0367,"Great performance, everything runs smoothly",5,2025-10-20
laptop_0368,"Fast charging works great, very handy",5,2025-09-14
laptop_0369,"Battery drains very fast, dies in 2 hours",2,2025-06-25
laptop_0370,"Love this laptop, fast and lightweight",5,2025-03-30
laptop_0371,Wifi keeps disconnecting frequently,1,2025-08-13
laptop_0372,Trackpad gestures work perfectly,4,2025-07-10
laptop_0373,"Great value for money, worth it",5,2025-06-23
laptop_0374,"Great performance, everything runs smoothly",5,2025-11-28
laptop_0375,Fan is loud and noisy while charging,1,2025-12-14
laptop_0376,Overheats quickly during heavy work,2,2025-12-03
laptop_0377,Trackpad gestures work perfectly,5,2025-06-20
laptop_0378,The hinge broke after 3 months,1,2025-06-29
laptop_0379,The hinge broke after 3 months,2,2025-07-20
laptop_0380,Wifi keeps disconnecting frequently,3,2025-06-08
laptop_0381,"Fast charging works great, very handy",5,2025-12-10
laptop_0382,"Display is great, crisp and bright",4,2025-12-10
laptop_0383,"Fast charging works great, very handy",4,2025-06-08
laptop_0384,"Screen flickers sometimes, annoying",1,2025-09-06
laptop_0385,"Screen is too dim, hard to see outdoors",1,2025-06-01
laptop_0386,"Love this laptop, fast and lightweight",5,2025-10-04
laptop_0387,"Display is great, crisp and bright",4,2025-06-22
laptop_0388,Trackpad gestures work perfectly,4,2025-07-12
laptop_0389,"Screen is too dim, hard to see outdoors",3,2025-11-16
laptop_0390,"Excellent build quality, feels premium",5,2025-01-23
laptop_0391,The hinge broke after 3 months,2,2025-08-16
laptop_0392,Runs quiet and cool during normal use,4,2025-05-03
laptop_0393,"SSD storage is too small, 256GB only",2,2025-04-10
laptop_0394,Price is too high for the specs,3,2025-08-25
laptop_0395,"Great value for money, worth it",5,2025-08-03
laptop_0396,Screen colors are vivid and sharp,5,2025-03-12
laptop_0397,"Great performance, everything runs smoothly",5,2025-07-10
laptop_0398,"Love this laptop, fast and lightweight",5,2025-09-22
laptop_0399,"Boots up in seconds, very snappy",4,2025-03-24
laptop_0400,Touchpad is unresponsive and jittery,1,2025-08-12
laptop_0401,"Screen flickers sometimes, annoying",3,2025-06-28
laptop_0402,"Great value for money, worth it",4,2025-09-15
laptop_0403,"Delivery was very late, took 2 weeks",3,2025-07-11
laptop_0404,Fan is loud and noisy while charging,3,2025-11-29
laptop_0405,"Screen is too dim, hard to see outdoors",1,2025-05-27
laptop_0406,Runs quiet and cool during normal use,5,2025-03-13
laptop_0407,Runs quiet and cool during normal use,5,2025-01-03
laptop_0408,"Great performance, everything runs smoothly",4,2025-03-18
laptop_0409,Trackpad gestures work perfectly,5,2025-02-26
laptop_0410,Screen colors are vivid and sharp,4,2025-01-25
laptop_0411,The hinge broke after 3 months,2,2025-08-23
laptop_0412,Customer support was useless,3,2025-11-02
laptop_0413,"Display is great, crisp and bright",5,2025-03-15
laptop_0414,"Battery drains very fast, dies in 2 hours",2,2025-05-04
laptop_0415,"Excellent build quality, feels premium",5,2025-02-13
laptop_0416,"Fast charging works great, very handy",4,2025-09-27
laptop_0417,"Display is great, crisp and bright",5,2025-07-19
laptop_0418,"Great performance, everything runs smoothly",5,2025-07-11
laptop_0419,"Battery drains very fast, dies in 2 hours",1,2025-02-04
laptop_0420,Wifi keeps disconnecting frequently,2,2025-02-23
laptop_0421,"Fast charging works great, very handy",4,2025-06-30
laptop_0422,"Excellent build quality, feels premium",5,2025-12-17
laptop_0423,Runs quiet and cool during normal use,5,2025-03-11
laptop_0424,"SSD storage is too small, 256GB only",3,2025-01-19
laptop_0425,"Battery drains very fast, dies in 2 hours",2,2025-01-22
laptop_0426,Overheats quickly during heavy work,2,2025-10-06
laptop_0427,"Great performance, everything runs smoothly",5,2025-04-08
laptop_0428,Customer support was useless,2,2025-12-02
laptop_0429,"Battery life is terrible, worst I have used",2,2025-08-12
laptop_0430,Runs quiet and cool during normal use,5,2025-07-17
laptop_0431,"Screen is too dim, hard to see outdoors",2,2025-09-12
laptop_0432,"SSD storage is too small, 256GB only",2,2025-02-12
laptop_0433,"Love this laptop, fast and lightweight",5,2025-04-03
laptop_0434,"Fast charging works great, very handy",4,2025-06-17
laptop_0435,"Boots up in seconds, very snappy",5,2025-08-07
laptop_0436,Keyboard feels cheap and keys stick,1,2025-01-22
laptop_0437,"Fast charging works great, very handy",5,2025-08-11
laptop_0438,"SSD storage is too small, 256GB only",3,2025-02-08
laptop_0439,"Great value for money, worth it",4,2025-12-14
laptop_0440,"Battery drains very fast, dies in 2 hours",1,2025-11-08
laptop_0441,Runs quiet and cool during normal use,4,2025-02-04
laptop_0442,The hinge broke after 3 months,1,2025-07-16
laptop_0443,"Great performance, everything runs smoothly",5,2025-12-14
laptop_0444,"Fast charging works great, very handy",4,2025-02-09
laptop_0445,"Display is great, crisp and bright",4,2025-06-10
laptop_0446,Screen colors are vivid and sharp,5,2025-01-14
laptop_0447,Runs quiet and cool during normal use,5,2025-10-15
laptop_0448,"SSD storage is too small, 256GB only",1,2025-08-17
laptop_0449,Price is too high for the specs,1,2025-09-09
laptop_0450,"Screen is too dim, hard to see outdoors",3,2025-08-20
laptop_0451,Wifi keeps disconnecting frequently,1,2025-02-14
laptop_0452,"Fast charging works great, very handy",5,2025-12-30
laptop_0453,Touchpad is unresponsive and jittery,1,2025-06-03
laptop_0454,"Excellent build quality, feels premium",5,2025-09-18
laptop_0455,"Screen flickers sometimes, annoying",2,2025-05-02
laptop_0456,"Great performance, everything runs smoothly",4,2025-10-21
laptop_0457,"SSD storage is too small, 256GB only",3,2025-03-08
laptop_0458,"Love this laptop, fast and lightweight",4,2025-07-23
laptop_0459,Runs quiet and cool during normal use,5,2025-07-29
